Timestamp,error1_c1,count,tem1_m,tem2_m,tem3_m,tem4_m,tem5_m,tem6_m,tem7_m,A1_e_rate,A2_e_rate,A3_e_rate,A4_e_rate,A5_e_rate,A6_e_rate,A7_e_rate,A1_Rms,A2_Rms,A3_Rms,A4_Rms,A5_Rms,A6_Rms,A7_Rms,A1_E,A2_E,A3_E,A4_E,A5_E,A6_E,A7_E,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Curr_A1_max,Curr_A2_max,Curr_A3_max,Curr_A4_max,Curr_A5_max,Curr_A6_max,Curr_A7_max,Curr_A1_min,Curr_A2_min,Curr_A3_min,Curr_A4_min,Curr_A5_min,Curr_A6_min,Curr_A7_min,reference
2025-07-31,0,7218,54.604738154613464,53.62621224715988,49.08645054031588,46.25006927126628,46.201163757273484,52.59365475200887,-272.0,0.0042948185092823495,0.008174009420892215,0.0016625103906899418,0.003047935716264893,0.0019395954558049321,0.0023552230534774174,0.0,0.2613820566270586,0.512122409681535,0.5665766952641277,0.3620492994058937,0.3425582362346896,0.2136497022047078,0.0,0.015625,0.1171875,0.0,0.0234375,0.0,0.0,0.0,0.12954183368173977,0.3193341635455161,0.0487766074796554,0.16237285211076508,0.06951514631959409,0.05481691905467969,0.0,68.5660324,54.2795525,56.2637329,37.0895271,29.9071846,32.7959518,0.0,-58.9927559,-71.6727219,-52.4284134,-38.0718422,-32.6214256,-37.0914345,0.0,250410-250516
2025-08-01,0,7222,55.833979507061755,54.95139850456937,49.99584602603157,47.00013846579895,46.9026585433398,53.68305178620881,-272.0,0.0029077817779008587,0.008031016338964275,0.001661589587371919,0.001938521185267239,0.001800055386319579,0.0015231237884242592,0.0,0.3769876113871027,0.8416197943004851,0.19980822737785886,0.2273575778302319,0.2164616273291944,0.38084949051507166,0.0,0.015873015873015872,0.07142857142857142,0.0,0.031746031746031744,0.007936507936507936,0.007936507936507936,0.0,0.12005259831942867,0.2950703341598278,0.07488161637639108,0.1536121006987727,0.4447148823149787,0.0829485999728094,0.0,63.8566437,54.3963852,58.1530228,36.938839,29.206213,32.9494972,0.0,-58.8048744,-71.3403549,-49.3455696,-38.6545525,-36.4944153,-36.8673134,0.0,250410-250516
2025-08-02,0,600,39.16166666666667,37.611666666666665,36.501666666666665,36.415,36.751666666666665,38.68333333333333,-272.0,0.0033333333333333335,0.006666666666666667,0.01,0.025,0.013333333333333334,0.02,0.0,0.09497426170336651,0.12685168485353931,0.15669518892610426,0.14356989311343255,0.11768806451123245,0.20458686848073393,0.0,0.23809523809523808,0.0,0.2857142857142857,0.23809523809523808,0.3333333333333333,0.14285714285714285,0.0,0.352387248251859,0.14408567295862054,0.6082680046106441,0.4072601865772703,0.5160577559230388,0.9149753937395781,0.0,60.5062828,53.9748421,47.3551903,35.5998421,29.1919079,32.2943077,0.0,-49.6035461,-67.1798248,-48.5449333,-41.2123871,-34.4496765,-36.070015,0.0,250410-250516
2025-08-03,0,1019,40.14524043179588,38.63395485770363,37.83120706575074,37.549558390579,37.76054955839058,39.39057899901864,-272.0,0.004906771344455349,0.007850834151128557,0.009813542688910697,0.018645731108930325,0.008832188420019628,0.012757605495583905,0.0,0.4003782546727974,1.0862656510127198,0.5710249266453004,0.17062297442898527,0.3703341589471147,0.1548079030273351,0.0,0.12121212121212122,0.15151515151515152,0.18181818181818182,0.15151515151515152,0.09090909090909091,0.12121212121212122,0.0,0.3068704088305925,0.4814913378762501,0.35574710302438445,0.33367110708454595,0.21404795513824584,0.31377890616471804,0.0,57.1711845,53.3716278,48.504879,35.9126587,29.7336102,32.5813713,0.0,-58.9198,-71.8768158,-51.9606247,-28.3717251,-30.8284645,-34.3714714,0.0,250410-250516
2025-08-04,0,4212,54.35493827160494,53.20322886989554,49.072174738841404,46.46866096866097,46.42568850902184,52.373931623931625,-272.0,0.003798670465337132,0.004748338081671415,0.001899335232668566,0.006885090218423552,0.004510921177587844,0.004510921177587844,0.0,0.10601401416294513,0.1866136137763777,0.20466669356614411,0.3848044812155369,0.0795182498075,0.2642184986558756,0.0,0.01818181818181818,0.03636363636363636,0.00909090909090909,0.03636363636363636,0.02727272727272727,0.01818181818181818,0.0,0.15285167621540566,0.1844538740547779,0.12698904378857884,0.17185895051972852,0.12172111220438046,0.19681899980840245,0.0,60.9645386,57.0996513,56.1168594,37.8582115,30.1932964,35.0095,0.0,-55.2299194,-67.6676407,-49.053257,-28.8819542,-32.486,-34.0376778,0.0,250410-250516
2025-08-05,0,7120,54.68792134831461,53.627247191011236,49.21025280898876,46.37261235955056,46.30842696629213,52.639044943820224,-272.0,0.0023876404494382023,0.0057584269662921345,0.0012640449438202246,0.0022471910112359553,0.001544943820224719,0.003089887640449438,0.0,0.540255642230227,0.5022361574579753,0.08813672348192872,0.2023178780865592,0.19959941237489462,0.3181050959543662,0.0,0.031007751937984496,0.06976744186046512,0.015503875968992248,0.015503875968992248,0.007751937984496124,0.023255813953488372,0.0,3.5715460283900478,0.2603997857096961,0.12016127629287457,0.49660243863270187,1.4467055166390186,0.4295416028107342,0.0,66.1183548,56.3400269,56.1054153,35.7724609,29.7126293,32.5060272,0.0,-64.2934418,-69.7872467,-46.6566,-38.958786,-31.9280834,-34.5927315,0.0,250410-250516
2025-08-06,0,7001,54.82288244536495,53.838165976289105,49.34280817026139,46.62248250249964,46.556349092986714,52.79502928153121,-272.0,0.002428224539351521,0.003285244965004999,0.0022853878017426083,0.0011426939008713042,0.0018568775889158692,0.000999857163262391,0.0,0.3773949217036223,0.26902346286765094,0.08859212798812194,0.09452324589620945,0.07029335624471472,0.05583806493029055,0.0,0.007936507936507936,0.03968253968253968,0.0,0.015873015873015872,0.0,0.0,0.0,0.10674510133371645,0.279962570254422,0.07898923854832533,0.08047012643339055,0.06041577969251256,0.07173283486203984,0.0,60.4485817,54.2585716,58.0104408,37.1972961,30.0359364,33.1173515,0.0,-64.3912,-69.8554382,-48.7366295,-41.3258743,-34.9055443,-33.7277222,0.0,250410-250516
2025-08-07,0,6071,56.12370284961291,55.2859495964421,50.29369131938725,47.25761818481305,47.17773019271949,54.02503706143963,-272.0,0.004282655246252677,0.004776807774666447,0.0023060451325975953,0.001647175094712568,0.0019766101136550816,0.0018118926041838248,0.0,0.5371723621550443,0.533491287299868,0.5679054179259185,0.32133481745353343,0.2425667328530271,0.31339285102623354,0.0,0.036036036036036036,0.02702702702702703,0.018018018018018018,0.0,0.0,0.0,0.0,0.16465394728105048,0.16411473066202148,0.11233652100209555,0.08732687530652915,0.06754525865595429,0.09319368539397764,0.0,67.8178482,55.6347656,58.0781517,36.774807,29.7145367,33.1555023,0.0,-65.4540939,-71.8138733,-49.4533348,-42.259552,-35.4224548,-34.0729637,0.0,250410-250516
2025-08-08,0,5309,54.399321906197024,53.6021849689207,48.441514409493315,45.38896213976267,45.320210962516484,52.557167074778675,-272.0,0.0033904690148803917,0.002448672066302505,0.001130156338293464,0.0016952345074401959,0.0018835938971557733,0.002260312676586928,0.0,0.8083579377030616,0.7192197895470667,0.20092294425591614,0.3772974584150009,0.22244220196600403,0.43438862144631046,0.0,0.03389830508474576,0.0423728813559322,0.01694915254237288,0.00847457627118644,0.00847457627118644,0.0,0.0,0.19552807425107996,0.18389892073775357,0.12353930366903933,0.08372108328485955,0.1417400804043227,0.0720549258162032,0.0,68.1974258,54.6186,56.039135,36.5621262,29.2167034,33.3109512,0.0,-52.2295647,-69.6189194,-52.359272,-39.9992752,-31.9442959,-35.4949341,0.0,250410-250516
2025-08-09,0,533,37.58536585365854,36.08255159474672,35.30018761726079,35.22326454033771,35.54033771106942,37.20637898686679,-272.0,0.009380863039399626,0.00375234521575985,0.00375234521575985,0.00375234521575985,0.00375234521575985,0.00375234521575985,0.0,0.6502442025084316,0.4610230577400525,0.374624482379535,0.1859006737633914,0.24268780444925708,0.0743150832089118,0.0,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.0,0.26323289190765803,0.25008572064410683,0.2971296421302245,0.1829337636254174,0.14439445772990325,0.1417121109839862,0.0,59.276,54.4664803,48.8582268,32.177,31.5103626,31.3539543,0.0,-64.3082199,-65.8055344,-44.5908813,-28.2582321,-31.4979649,-34.0271835,0.0,250410-250516
